name,full_name,latitude,longitude,date_taken,url
DSC_0504 (1).jpg,24_山本竜三\写真テスト\fsdfsadfsd\DSC_0504 (1).jpg,35.68478333333333,139.67709722222222,2025:05:03 00:05:33,https://app.box.com/file/1853115883185
DSC_0504.jpg,24_山本竜三\写真テスト\fsdfsadfsd\DSC_0504.jpg,35.68478333333333,139.67709722222222,2025:05:03 00:05:33,https://app.box.com/file/1853115885585
DSC_0504 (1).jpg,24_山本竜三\写真テスト\DSC_0504 (1).jpg,35.68478333333333,139.67709722222222,2025:05:03 00:05:33,https://app.box.com/file/1853115880785
DSC_0504.jpg,24_山本竜三\写真テスト\DSC_0504.jpg,35.68478333333333,139.67709722222222,2025:05:03 00:05:33,https://app.box.com/file/1853115878385
thumbnail_dsc_0381.jpg,24_山本竜三\大宮国道事務所　LAN\thumbnail_dsc_0381.jpg,,,,https://app.box.com/file/1783610764338
thumbnail_dsc_0382.jpg,24_山本竜三\大宮国道事務所　LAN\thumbnail_dsc_0382.jpg,,,,https://app.box.com/file/1783609715569
thumbnail_dsc_0383.jpg,24_山本竜三\大宮国道事務所　LAN\thumbnail_dsc_0383.jpg,,,,https://app.box.com/file/1783609355858
thumbnail_dsc_0384.jpg,24_山本竜三\大宮国道事務所　LAN\thumbnail_dsc_0384.jpg,,,,https://app.box.com/file/1783610456867
令和６年度工務課事務分担.jpeg,24_山本竜三\令和６年度工務課事務分担.jpeg,,,,https://app.box.com/file/1617054501532
